u,i,ts
12,83,108460
77,14,108460
104,56,108460
108,23,108460
101,42,108460
22,27,108460
38,42,108460
15,42,108480
15,101,108480
15,37,108480
66,5,108480
50,84,108480
108,23,108480
110,36,108480
97,41,108480
87,2,108480
38,42,108480
29,45,108480
111,5,108480
15,37,108500
15,101,108500
15,42,108500
66,111,108500
66,5,108500
50,84,108500
109,23,108500
108,23,108500
110,40,108500
101,42,108500
102,81,108500
86,40,108500
29,45,108500
111,5,108500
15,42,108520
15,37,108520
66,111,108520
50,96,108520
108,23,108520
41,31,108520
29,45,108520
54,38,108520
111,5,108520
32,36,108520
15,42,108540
15,101,108540
15,37,108540
66,111,108540
66,5,108540
12,76,108540
12,83,108540
50,96,108540
108,23,108540
101,42,108540
68,28,108540
111,5,108540
41,31,108540
15,42,108560
15,37,108560
66,111,108560
66,5,108560
108,23,108560
22,53,108560
38,42,108560
111,5,108560
15,42,108580
66,111,108580
12,83,108580
50,96,108580
77,14,108580
109,23,108580
108,23,108580
101,42,108580
22,53,108580
38,42,108580
111,5,108580
41,31,108580
32,36,108580
15,37,108600
15,42,108600
66,111,108600
12,83,108600
50,96,108600
77,14,108600
109,23,108600
108,23,108600
22,53,108600
38,42,108600
41,31,108600
15,37,108620
15,42,108620
66,111,108620
50,96,108620
109,23,108620
108,23,108620
101,37,108620
38,42,108620
41,31,108620
111,5,108620
15,37,108640
15,42,108640
50,96,108640
109,23,108640
108,23,108640
38,42,108640
41,36,108640
41,31,108640
32,36,108640
15,42,108660
15,37,108660
66,111,108660
50,96,108660
108,23,108660
110,40,108660
110,31,108660
7,14,108660
38,42,108660
41,36,108660
41,31,108660
41,1,108660
32,36,108660
37,1,108660
15,37,108680
15,42,108680
66,111,108680
66,5,108680
50,96,108680
108,23,108680
91,79,108680
22,53,108680
38,42,108680
41,31,108680
32,36,108680
33,60,108680
43,5,108680
15,37,108700
15,42,108700
66,111,108700
50,96,108700
108,23,108700
91,79,108700
81,102,108700
41,31,108700
111,5,108700
43,5,108700
15,42,108720
15,37,108720
50,96,108720
109,108,108720
108,23,108720
91,79,108720
41,31,108720
43,5,108720
15,37,108740
15,42,108740
50,96,108740
108,23,108740
38,42,108740
83,60,108740
102,55,108740
15,42,108760
15,37,108760
50,96,108760
108,23,108760
103,14,108760
101,42,108760
38,42,108760
85,6,108760
11,46,108760
102,55,108760
93,70,108760
15,37,108780
15,42,108780
50,96,108780
109,23,108780
108,23,108780
38,42,108780
56,102,108780
101,42,108780
15,42,108800
15,101,108800
15,37,108800
50,96,108800
80,32,108800
58,14,108800
109,23,108800
108,23,108800
110,36,108800
101,37,108800
8,43,108800
102,55,108800
33,0,108800
15,42,108820
15,37,108820
50,96,108820
80,0,108820
109,23,108820
38,42,108820
41,31,108820
15,37,108840
15,42,108840
50,96,108840
80,0,108840
8,43,108840
41,36,108840
32,32,108840
15,42,108860
50,96,108860
80,0,108860
41,31,108860
15,42,108880
50,96,108880
109,23,108880
15,42,108900
15,37,108900
50,96,108900
98,89,108900
38,42,108900
15,42,108920
15,37,108920
50,96,108920
22,53,108920
8,43,108920
38,42,108920
15,42,108940
50,96,108940
98,64,108940
102,55,108940
91,73,108940
22,53,108940
41,31,108940
11,0,108940
15,37,108960
50,96,108960
8,43,108960
38,42,108960
56,102,108960
50,96,108980
22,53,108980
86,36,108980
93,70,108980
15,42,109000
15,37,109000
50,96,109000
98,64,109000
71,93,109000
15,42,109020
50,96,109020
108,23,109020
98,64,109020
37,52,109020
15,42,109040
50,96,109040
98,64,109040
86,27,109040
38,42,109040
15,42,109060
15,37,109060
66,111,109060
49,104,109060
108,23,109060
98,64,109060
8,43,109060
38,42,109060
15,42,109080
15,37,109080
66,111,109080
108,23,109080
98,64,109080
8,43,109080
38,42,109080
15,37,109100
15,101,109100
15,42,109100
66,111,109100
109,23,109100
108,23,109100
98,64,109100
101,42,109100
43,37,109100
29,71,109100
15,42,109120
15,101,109120
15,37,109120
109,23,109120
101,42,109120
86,27,109120
15,42,109140
15,101,109140
15,37,109140
50,46,109140
109,108,109140
108,23,109140
38,42,109140
15,42,109160
15,37,109160
109,108,109160
108,23,109160
38,42,109160
15,37,109180
15,101,109180
15,42,109180
109,108,109180
108,23,109180
38,42,109180
29,35,109180
15,42,109200
15,37,109200
109,23,109200
109,108,109200
108,23,109200
43,37,109200
29,35,109200
15,42,109220
15,37,109220
109,23,109220
108,23,109220
38,42,109220
29,35,109220
15,37,109240
15,42,109240
109,23,109240
108,23,109240
86,53,109240
8,43,109240
38,42,109240
29,35,109240
73,5,109240
15,42,109260
15,101,109260
15,37,109260
109,23,109260
109,108,109260
22,86,109260
8,43,109260
29,35,109260
15,42,109280
15,101,109280
15,37,109280
50,59,109280
109,23,109280
29,35,109280
15,37,109300
15,101,109300
15,42,109300
66,111,109300
50,59,109300
101,42,109300
22,86,109300
22,53,109300
29,35,109300
15,42,109320
50,59,109320
108,23,109320
22,53,109320
29,35,109320
15,42,109340
50,59,109340
109,23,109340
29,35,109340
93,70,109340
15,42,109360
15,101,109360
15,37,109360
50,59,109360
109,23,109360
29,35,109360
38,42,109360
71,93,109360
15,37,109380
15,42,109380
50,59,109380
109,23,109380
98,64,109380
22,27,109380
38,42,109380
29,35,109380
93,70,109380
15,42,109400
15,37,109400
50,59,109400
109,23,109400
108,23,109400
38,42,109400
29,35,109400
15,37,109420
50,59,109420
109,23,109420
109,108,109420
98,64,109420
101,42,109420
15,42,109440
15,101,109440
15,37,109440
50,59,109440
101,42,109440
101,37,109440
29,35,109440
15,101,109460
15,37,109460
66,111,109460
50,59,109460
101,37,109460
29,35,109460
93,70,109460
15,37,109480
15,101,109480
15,42,109480
50,59,109480
108,23,109480
101,37,109480
50,59,109500
109,23,109500
108,23,109500
101,42,109500
50,59,109520
109,23,109520
29,35,109520
29,21,109520
108,23,109520
8,43,109520
15,37,109540
15,101,109540
15,42,109540
50,59,109540
109,108,109540
108,23,109540
101,42,109540
101,37,109540
22,53,109540
15,37,109560
15,101,109560
15,42,109560
101,42,109560
101,37,109560
22,38,109560
38,42,109560
29,35,109560
15,37,109580
15,101,109580
15,42,109580
29,35,109580
108,23,109580
101,37,109580
15,101,109600
15,42,109600
50,43,109600
108,23,109600
22,38,109600
15,42,109620
15,101,109620
15,37,109620
50,43,109620
109,108,109620
15,42,109640
15,101,109640
15,37,109640
101,37,109640
101,42,109640
22,53,109640
15,37,109660
15,101,109660
15,42,109660
50,70,109660
109,23,109660
101,42,109660
38,42,109660
15,42,109680
15,37,109680
50,70,109680
109,21,109680
15,42,109700
15,101,109700
15,37,109700
108,23,109700
101,42,109700
39,53,109700
15,42,109720
15,37,109720
108,23,109720
15,101,109740
15,42,109740
29,35,109740
108,23,109740
98,89,109740
38,42,109740
15,42,109760
15,101,109760
15,37,109760
108,23,109760
29,35,109760
15,42,109780
15,37,109780
58,108,109780
38,42,109780
29,35,109780
15,37,109800
15,42,109800
80,13,109800
43,37,109800
22,27,109800
29,35,109800
15,42,109820
15,101,109820
15,37,109820
29,35,109820
15,42,109840
15,101,109840
15,37,109840
43,37,109840
15,42,109860
38,42,109860
15,42,109880
15,42,109900
15,37,109900
101,42,109900
15,42,109920
15,37,109920
101,42,109920
15,42,109940
15,42,109960
15,37,109960
15,101,109980
15,42,109980
15,101,110000
15,42,110000
15,42,110020
49,69,110080
66,111,110120
15,101,110180
101,37,110180
15,37,110200
103,14,110200
101,37,110200
101,42,110200
15,101,110220
15,37,110220
101,42,110220
60,46,110220
71,93,110220
15,37,110240
101,42,110240
101,37,110240
101,42,110260
101,37,110260
92,46,110260
60,46,110260
101,42,110280
60,46,110280
101,42,110300
60,46,110300
15,101,110320
101,42,110320
60,46,110320
15,101,110340
101,42,110340
60,46,110340
103,14,110360
101,42,110360
86,53,110360
60,46,110360
15,37,110380
15,42,110380
101,42,110380
86,53,110380
60,46,110380
15,42,110400
15,37,110400
101,42,110400
60,46,110400
15,42,110420
15,101,110420
15,37,110420
104,69,110420
103,14,110420
101,42,110420
101,37,110420
60,46,110420
15,42,110440
101,42,110440
60,46,110440
101,42,110460
60,46,110460
101,42,110480
15,101,110500
15,42,110500
101,42,110500
101,37,110500
60,46,110500
15,42,110520
15,101,110520
15,37,110520
101,42,110520
73,91,110520
15,42,110540
15,37,110540
50,84,110540
50,74,110540
101,42,110540
15,42,110560
15,37,110560
66,111,110560
50,84,110560
50,74,110560
101,42,110560
50,74,110580
101,42,110580
15,37,110600
66,111,110600
50,84,110600
50,74,110600
101,42,110600
50,84,110620
50,74,110620
101,42,110620
74,84,110620
15,101,110640
15,37,110640
66,111,110640
50,84,110640
50,74,110640
103,14,110640
101,42,110640
84,74,110640
15,101,110660
15,37,110660
66,111,110660
50,84,110660
50,74,110660
101,42,110660
15,37,110680
15,42,110680
66,111,110680
50,84,110680
103,14,110680
101,42,110680
15,101,110700
15,42,110700
66,111,110700
66,42,110700
50,84,110700
101,42,110700
66,111,110720
50,84,110720
101,42,110720
111,42,110720
15,42,110740
66,111,110740
50,84,110740
101,42,110740
15,37,110760
66,111,110760
50,84,110760
101,42,110760
15,37,110780
103,14,110780
101,42,110780
15,37,110800
103,14,110800
101,42,110800
15,37,110820
101,42,110820
101,37,110820
15,37,110840
101,42,110840
15,37,110860
101,42,110860
38,42,110860
15,37,110880
15,42,110880
101,42,110880
38,42,110880
36,28,110880
101,42,110900
101,37,110900
38,42,110900
101,42,110920
101,37,110920
38,42,110920
101,37,110940
101,42,110940
15,101,110960
15,42,110960
50,57,110960
80,13,110960
101,42,110960
15,42,110980
15,37,110980
50,57,110980
80,13,110980
103,14,110980
38,42,110980
73,91,110980
15,42,111000
50,57,111000
80,13,111000
103,14,111000
91,73,111000
38,42,111000
15,42,111020
15,101,111020
15,37,111020
50,57,111020
80,13,111020
103,14,111020
67,42,111020
50,57,111040
103,14,111040
50,57,111060
87,36,111060
52,0,111060
50,57,111080
87,11,111080
15,42,111100
50,57,111100
101,42,111100
15,101,111120
15,42,111120
50,57,111120
103,14,111120
101,42,111120
15,101,111140
15,42,111140
50,57,111140
101,42,111140
15,101,111160
15,42,111160
66,111,111160
50,57,111160
101,42,111160
15,42,111180
50,57,111180
103,14,111180
15,42,111200
50,57,111200
28,53,111200
15,42,111220
50,57,111220
15,42,111240
50,57,111240
103,14,111240
15,42,111260
50,57,111260
103,14,111260
33,2,111260
33,5,111260
50,57,111280
103,14,111280
50,57,111300
87,74,111300
15,42,111320
50,57,111320
103,14,111320
15,42,111340
87,74,111340
50,84,111360
50,74,111360
50,87,111360
87,84,111360
15,42,111380
50,84,111380
50,74,111380
50,87,111380
74,87,111380
103,14,111380
46,5,111380
15,42,111400
50,84,111400
50,87,111400
103,14,111400
101,37,111400
22,27,111400
50,84,111420
50,74,111420
100,5,111420
22,27,111420
15,42,111440
85,41,111440
15,42,111460
50,84,111460
100,41,111460
22,27,111460
85,41,111460
15,42,111480
50,84,111480
22,27,111480
85,41,111480
15,42,111500
66,111,111500
50,84,111500
50,2,111500
103,14,111500
11,70,111500
28,21,111500
66,111,111520
50,84,111520
108,75,111520
103,14,111520
22,27,111520
66,111,111540
50,84,111540
98,42,111540
103,14,111540
22,27,111540
11,70,111540
15,42,111560
108,75,111560
103,14,111560
28,21,111560
50,84,111580
104,56,111660
104,56,111680
103,14,111680
104,56,111700
22,27,111700
104,56,111740
41,31,111760
104,56,111780
49,104,111840
49,104,111860
22,27,111860
49,104,111880
82,51,111880
22,27,111880
49,104,111900
102,5,111920
22,27,111940
22,27,111960
102,5,111960
28,21,111980
22,27,112020
52,82,112020
103,14,112040
82,51,112040
29,35,112060
86,53,112080
29,35,112080
86,53,112100
29,35,112100
86,53,112120
29,35,112120
86,53,112140
49,51,112160
36,28,112180
86,53,112200
86,53,112220
82,51,112240
22,27,112280
29,72,112280
79,73,112280
22,27,112300
29,72,112300
22,27,112320
22,27,112380
29,35,112380
22,27,112420
22,27,112440
104,26,112480
79,73,112480
104,26,112500
104,26,112520
36,51,112580
82,51,112600
87,36,112640
82,51,112660
82,51,112680
50,84,112700
50,36,112700
37,86,112700
50,84,112720
87,36,112720
50,84,112740
87,36,112740
50,84,112760
82,51,112760
82,51,112780
90,32,112800
82,51,112800
50,84,112820
79,73,112820
50,84,112840
82,51,112840
79,73,112840
50,84,112860
82,51,112860
79,73,112860
82,51,112880
79,73,112880
79,73,112900
79,73,112940
82,51,112960
29,35,112960
79,73,112960
52,82,112980
82,51,113000
73,79,113000
82,51,113020
82,51,113040
50,84,113080
82,51,113080
50,84,113100
82,51,113100
82,51,113120
82,51,113140
52,82,113160
79,73,113160
82,51,113200
41,35,113220
29,35,113240
36,40,113240
79,73,113260
86,40,113280
73,79,113280
79,73,113300
79,73,113320
79,73,113340
29,35,113360
73,79,113360
79,73,113380
73,79,113400
108,64,113420
79,73,113420
83,43,113440
79,73,113440
79,73,113460
79,73,113480
79,73,113500
83,43,113520
73,79,113520
50,84,113560
50,84,113580
109,40,113580
50,84,113600
41,31,113600
50,84,113620
50,84,113640
50,84,113660
50,84,113680
79,73,113700
50,84,113720
79,73,113740
79,73,113760
50,84,113780
50,84,113860
50,84,113880
50,84,113900
50,84,113920
50,84,113940
50,84,113960
50,84,113980
79,73,113980
50,84,114000
50,84,114020
50,84,114040
50,84,114060
79,73,114060
50,84,114080
73,79,114080
50,84,114100
79,73,114100
79,73,114120
79,73,114140
73,79,114160
86,38,114160
79,73,114180
16,17,114200
79,73,114200
79,73,114220
73,79,114240
54,27,114300
29,35,114340
29,35,114360
101,37,114640
82,51,114660
82,51,114680
82,51,114740
82,51,114760
82,51,114780
52,82,114800
82,51,114820
80,111,114920
38,101,115160
109,0,115300
90,5,115340
29,56,115540
29,56,115560
29,56,115660
29,56,115680
29,56,115700
29,56,115720
29,56,115740
29,56,115760
29,56,115780
29,56,115800
71,11,115980
57,5,116140
90,0,116260
77,71,116400
87,36,116400
8,27,116400
15,17,116420
87,36,116420
15,42,116440
91,79,116440
87,36,116440
15,42,116460
87,36,116460
77,8,116480
8,55,116480
29,71,116480
85,52,116480
11,70,116480
77,8,116500
29,71,116500
85,52,116500
50,84,116520
77,8,116520
11,70,116520
73,79,116520
77,8,116540
15,42,116560
15,42,116580
50,84,116580
77,8,116580
89,91,116580
15,42,116600
50,84,116600
77,8,116600
98,11,116600
53,11,116600
15,42,116620
7,0,116620
50,84,116640
79,91,116640
57,0,116640
15,41,116660
7,0,116660
15,41,116680
50,84,116680
7,56,116680
57,0,116680
73,55,116680
15,42,116700
50,84,116700
57,0,116700
15,42,116720
82,51,116720
91,73,116720
15,42,116740
91,11,116740
15,42,116760
50,84,116760
39,53,116760
7,56,116760
57,79,116760
15,42,116780
17,8,116780
7,56,116780
39,53,116780
11,91,116780
15,42,116800
17,8,116800
50,84,116800
39,53,116800
43,41,116800
15,42,116820
50,84,116820
67,8,116820
39,53,116820
11,73,116820
79,0,116820
15,42,116840
16,103,116840
11,73,116840
10,37,116840
15,42,116860
17,42,116860
98,81,116860
91,11,116860
91,73,116860
110,36,116880
67,8,116880
91,11,116880
91,73,116880
11,73,116880
15,42,116900
67,8,116900
91,11,116900
91,73,116900
11,73,116900
15,42,116920
67,8,116920
91,11,116920
91,73,116920
15,42,116940
15,42,116960
67,8,116960
91,11,116960
46,64,116960
15,42,116980
80,102,116980
67,8,116980
86,71,116980
11,91,116980
15,42,117000
104,26,117000
91,11,117000
91,73,117000
41,31,117000
15,42,117020
11,91,117020
15,42,117040
50,84,117040
97,42,117040
101,37,117040
91,11,117040
91,73,117040
15,97,117060
15,42,117060
50,84,117060
104,26,117060
97,42,117060
67,5,117060
91,11,117060
15,42,117080
50,84,117080
11,73,117080
15,42,117100
11,73,117100
11,91,117100
73,91,117100
91,11,117120
91,73,117120
11,73,117120
91,11,117140
91,73,117140
17,86,117160
66,111,117160
77,55,117160
97,91,117160
91,73,117160
66,111,117180
91,11,117180
97,91,117200
91,11,117200
28,53,117200
16,100,117220
97,91,117220
66,111,117240
100,55,117240
97,91,117240
39,27,117240
104,32,117260
39,27,117260
33,60,117260
67,90,117280
67,11,117280
97,91,117300
33,60,117300
97,91,117320
92,28,117320
50,84,117340
97,91,117340
32,36,117340
97,91,117360
67,5,117360
63,32,117360
41,36,117360
41,31,117360
32,36,117360
104,23,117380
97,91,117380
67,11,117380
29,68,117380
41,36,117380
101,37,117400
67,90,117400
67,11,117400
29,68,117400
50,84,117420
97,91,117420
67,90,117420
67,11,117420
29,68,117420
50,62,117440
104,23,117440
97,91,117440
67,90,117440
90,11,117440
41,36,117440
29,68,117440
32,36,117440
50,62,117460
62,94,117460
29,68,117460
67,90,117460
67,11,117460
90,11,117460
65,24,117460
41,31,117460
32,36,117460
104,23,117480
67,90,117480
37,40,117480
37,31,117480
29,68,117480
50,62,117500
97,91,117500
67,11,117500
91,31,117500
81,96,117500
29,68,117500
41,36,117500
50,62,117520
104,23,117520
97,91,117520
41,36,117520
28,38,117520
104,23,117540
29,68,117540
67,11,117540
67,5,117540
41,36,117540
66,111,117560
50,84,117560
104,23,117560
104,31,117560
97,91,117560
82,51,117560
29,68,117560
41,36,117560
66,111,117580
50,84,117580
104,23,117580
100,32,117580
97,91,117580
29,68,117580
41,36,117580
66,111,117600
97,91,117600
29,68,117600
41,36,117600
50,84,117620
50,62,117620
97,91,117620
102,37,117620
98,64,117640
97,91,117640
56,73,117640
98,64,117660
97,91,117660
90,11,117660
41,111,117660
41,36,117660
111,36,117660
33,34,117660
97,91,117680
87,32,117680
97,91,117700
87,51,117700
29,68,117700
111,36,117700
39,34,117720
41,111,117720
44,76,117720
82,51,117720
111,36,117720
50,34,117740
39,34,117740
111,36,117740
29,68,117760
29,75,117760
97,91,117760
110,40,117760
44,76,117760
111,36,117760
29,75,117780
97,91,117780
67,74,117780
82,51,117780
44,76,117780
33,2,117780
110,31,117800
39,28,117800
29,75,117800
33,2,117800
33,2,117820
39,28,117820
74,51,117820
32,34,117820
15,89,117840
50,23,117840
50,104,117840
102,5,117840
65,74,117840
39,28,117840
111,40,117840
32,110,117840
110,34,117840
97,55,117860
41,111,117860
96,42,117860
17,32,117880
66,102,117880
104,23,117880
102,5,117880
39,31,117880
41,42,117880
44,76,117880
15,42,117900
104,23,117900
97,91,117900
44,76,117900
111,40,117900
15,17,117920
15,42,117920
104,23,117920
104,23,117940
97,91,117940
82,27,117940
32,34,117940
104,54,117960
33,2,117960
39,24,117960
82,51,117960
28,24,117960
104,40,117980
65,74,117980
29,75,117980
15,42,118000
12,36,118000
104,23,118000
29,75,118000
65,74,118000
41,111,118000
15,42,118020
104,23,118020
110,34,118020
65,74,118020
29,71,118020
33,2,118020
15,42,118040
102,60,118040
63,81,118040
29,71,118040
29,75,118040
44,76,118040
74,64,118040
110,34,118040
15,42,118060
66,102,118060
97,91,118060
101,0,118060
63,81,118060
74,64,118060
32,36,118060
15,42,118080
97,55,118080
97,91,118080
29,71,118080
41,111,118080
44,76,118080
74,64,118080
15,42,118100
65,74,118100
15,42,118120
50,92,118120
65,74,118120
91,55,118120
15,42,118140
50,92,118140
97,55,118140
97,91,118140
65,74,118140
91,55,118140
39,27,118140
29,71,118140
29,75,118140
15,42,118160
97,91,118160
91,55,118160
86,110,118160
29,75,118160
41,36,118160
44,76,118160
74,64,118160
97,55,118180
65,74,118180
91,55,118180
41,111,118180
97,55,118200
33,2,118200
86,34,118200
29,75,118200
102,5,118200
33,74,118220
84,75,118220
41,31,118220
52,55,118220
44,76,118220
58,97,118240
100,60,118240
33,87,118240
86,34,118240
26,75,118240
15,42,118260
100,32,118260
33,87,118260
41,31,118260
50,92,118300
102,5,118300
41,31,118300
12,2,118320
50,92,118320
102,5,118320
50,92,118340
98,7,118340
102,5,118340
8,111,118340
56,36,118340
35,36,118340
50,92,118360
41,31,118360
50,92,118380
8,111,118380
41,31,118380
102,5,118380
50,92,118420
102,5,118420
50,92,118440
102,5,118440
50,92,118460
50,92,118480
50,92,118500
50,92,118520
102,5,118520
50,92,118540
50,92,118560
39,27,118580
50,92,118600
39,27,118600
50,92,118620
50,92,118640
50,92,118660
67,40,118660
50,43,118720
50,43,118740
50,92,118760
50,43,118760
50,92,118780
50,43,118780
92,43,118780
50,43,118800
50,43,118820
50,43,118840
50,43,118860
8,111,118860
102,5,118880
50,43,118900
50,92,118940
50,43,118960
8,111,118960
50,43,118980
50,92,119000
50,43,119020
50,43,119080
8,111,119080
50,43,119120
50,43,119160
50,43,119180
62,104,119220
50,43,119220
50,43,119240
50,43,119260
110,73,119260
50,43,119280
102,5,119280
50,43,119300
62,104,119320
50,43,119320
50,43,119340
50,43,119360
8,111,119360
50,43,119380
50,43,119400
66,22,119420
50,43,119440
50,43,119460
8,111,119460
8,111,119480
8,111,119560
66,22,119580
66,22,119600
8,111,119600
66,22,119640
50,92,119700
50,43,119700
50,92,119720
50,43,119720
50,43,119740
50,92,119780
50,43,119800
50,45,119800
50,43,119820
50,45,119820
50,92,119840
50,43,119840
50,92,119860
50,43,119860
50,28,119900
63,81,120020
63,81,120040
62,104,120100
62,104,120220
62,104,120240
62,104,120260
62,104,120340
62,104,120360
62,104,120380
62,104,120400
62,104,120420
92,43,120640
28,10,120720
66,5,120800
66,5,120960
72,95,121000
26,54,121020
26,54,121040
92,0,121060
55,25,121060
91,79,121920
16,82,122060
12,104,122060
104,82,122060
104,73,122060
60,75,122060
16,102,122080
16,82,122080
58,102,122080
35,36,122080
104,24,122100
92,25,122100
25,2,122100
35,36,122100
16,92,122120
104,22,122120
92,10,122120
35,36,122120
35,36,122140
35,36,122160
35,36,122180
35,36,122200
35,36,122220
60,46,122240
35,36,122240
22,27,122260
60,46,122260
35,36,122260
104,22,122280
60,46,122280
35,36,122280
104,22,122300
38,101,122300
35,36,122300
104,22,122320
98,21,122320
104,22,122340
104,22,122360
104,22,122380
11,96,122380
98,11,122420
98,11,122460
111,5,122460
98,11,122480
60,46,122480
60,46,122500
29,75,122520
60,46,122600
92,54,122640
60,46,122640
33,60,122680
60,46,122700
33,60,122700
90,86,122780
92,10,122800
92,60,122800
52,11,122820
92,10,122840
92,54,122860
52,11,122860
12,5,122900
90,34,122920
90,96,122920
100,90,122940
90,96,122940
86,32,122940
100,96,122960
52,11,122960
60,46,122960
33,85,122960
22,38,122980
22,38,123000
11,111,123000
22,38,123040
39,27,123040
86,32,123060
39,27,123060
22,38,123080
86,32,123080
39,27,123080
100,111,123100
86,32,123100
39,27,123100
100,111,123120
86,32,123120
85,111,123120
11,111,123120
86,32,123140
52,11,123140
11,111,123140
15,42,123160
104,22,123160
100,11,123160
98,69,123160
22,27,123160
11,85,123160
11,60,123160
15,42,123180
49,23,123180
100,11,123180
98,46,123180
15,42,123200
100,11,123200
52,111,123200
96,32,123200
78,47,123220
104,22,123220
100,11,123220
90,87,123220
91,79,123220
52,111,123220
15,42,123240
104,22,123240
100,11,123240
98,92,123240
52,111,123240
104,22,123260
100,11,123260
90,41,123260
52,111,123260
96,32,123260
100,11,123280
90,41,123280
52,111,123280
96,32,123280
61,44,123280
15,42,123300
78,91,123300
100,11,123300
87,85,123300
52,111,123300
55,23,123300
96,32,123300
15,42,123320
17,98,123320
49,53,123320
104,22,123320
100,11,123320
98,42,123320
97,79,123320
97,91,123320
87,85,123320
52,111,123320
33,0,123320
15,42,123340
49,53,123340
100,11,123340
67,32,123340
90,76,123340
91,79,123340
87,11,123340
87,85,123340
39,27,123340
52,111,123340
15,42,123360
100,11,123360
87,85,123360
86,32,123360
52,111,123360
15,17,123380
66,92,123380
104,22,123380
100,11,123380
97,91,123380
67,111,123380
22,27,123380
87,85,123380
52,111,123380
15,27,123400
15,42,123400
17,41,123400
66,42,123400
100,11,123400
98,66,123400
67,92,123400
91,53,123400
22,27,123400
87,85,123400
87,0,123400
86,32,123400
39,27,123400
52,111,123400
96,32,123400
43,27,123400
100,11,123420
87,85,123420
86,32,123420
39,27,123420
52,111,123420
100,11,123440
100,85,123440
87,85,123440
86,34,123440
39,27,123440
85,11,123440
52,111,123440
96,32,123440
100,11,123460
87,85,123460
87,11,123460
85,11,123460
66,92,123480
77,41,123480
78,51,123480
100,11,123480
100,86,123480
87,85,123480
52,111,123480
96,32,123480
15,42,123500
66,92,123500
77,41,123500
100,11,123500
87,85,123500
39,27,123500
29,75,123500
52,111,123500
96,32,123500
66,92,123520
77,41,123520
100,11,123520
87,85,123520
86,0,123520
39,27,123520
29,75,123520
17,64,123540
77,41,123540
100,11,123540
91,56,123540
87,85,123540
96,32,123540
66,92,123560
100,11,123560
92,54,123560
87,85,123560
87,11,123560
86,96,123560
86,0,123560
29,75,123560
96,32,123560
90,76,123580
92,54,123580
87,85,123580
86,0,123580
29,75,123580
96,32,123580
104,22,123600
90,111,123600
90,36,123600
90,76,123600
92,54,123600
87,85,123600
87,0,123600
86,0,123600
29,75,123600
76,41,123600
35,0,123600
78,54,123620
100,11,123620
87,85,123620
87,11,123620
86,34,123620
11,34,123620
11,0,123620
96,32,123620
96,0,123620
66,111,123640
109,0,123640
109,34,123640
109,32,123640
109,86,123640
87,85,123640
96,32,123640
66,111,123660
100,11,123660
91,56,123660
87,85,123660
86,34,123660
100,11,123680
97,56,123680
91,56,123680
87,85,123680
87,11,123680
86,34,123680
81,40,123680
85,34,123680
66,111,123700
87,85,123700
81,54,123700
66,111,123720
100,11,123720
92,81,123720
87,85,123720
87,0,123720
96,32,123720
66,111,123740
100,11,123740
65,0,123740
91,56,123740
87,85,123740
33,0,123740
66,111,123760
100,11,123760
92,81,123760
92,54,123760
87,85,123760
66,111,123780
87,85,123780
100,11,123800
96,32,123800
33,0,123800
66,111,123820
100,11,123820
65,0,123820
96,32,123820
33,0,123820
96,32,123840
66,111,123860
66,90,123860
12,34,123860
100,11,123860
97,73,123860
22,38,123860
39,27,123860
96,32,123860
66,111,123880
100,11,123880
97,91,123880
76,41,123880
96,32,123880
65,0,123900
96,32,123900
33,0,123900
49,27,123920
96,32,123920
33,0,123920
96,32,123940
33,0,123940
66,36,123960
48,91,123960
33,0,123960
66,111,123980
100,11,123980
96,32,123980
33,0,123980
100,11,124000
97,56,124000
65,0,124000
96,32,124000
33,0,124000
100,11,124020
33,0,124020
100,11,124040
97,56,124040
39,34,124040
33,0,124040
100,11,124060
37,0,124060
78,54,124080
100,11,124080
22,34,124080
47,96,124080
73,41,124080
66,111,124100
100,11,124100
33,0,124100
66,111,124120
100,11,124120
33,0,124120
66,111,124140
66,111,124160
100,46,124160
73,41,124160
73,41,124180
33,60,124200
37,0,124220
104,22,124280
100,27,124280
102,14,124280
29,73,124280
91,73,124320
11,36,124320
104,22,124340
91,73,124340
102,14,124360
39,53,124360
39,53,124380
49,94,124400
97,56,124400
11,111,124420
111,0,124420
86,11,124440
86,38,124440
85,11,124440
11,111,124440
104,22,124460
11,36,124460
66,0,124480
22,46,124480
11,36,124480
111,0,124480
66,111,124500
66,32,124500
66,0,124500
11,36,124500
111,0,124500
33,0,124500
66,111,124520
39,27,124520
28,53,124520
11,85,124520
66,111,124540
66,32,124540
97,56,124540
39,27,124540
11,36,124540
111,0,124540
33,0,124540
66,111,124560
65,41,124560
39,27,124560
28,53,124560
90,45,124580
28,53,124580
104,22,124600
90,45,124600
91,73,124600
39,27,124600
39,53,124600
111,0,124600
104,22,124620
39,27,124620
39,53,124620
111,0,124620
66,32,124640
12,100,124640
39,27,124640
39,53,124640
11,36,124640
66,111,124660
12,100,124660
12,55,124660
100,55,124660
28,53,124660
11,111,124660
11,36,124660
100,55,124680
86,36,124680
39,27,124680
39,25,124680
39,53,124680
11,111,124680
11,36,124680
54,25,124680
111,0,124680
12,100,124700
28,53,124700
100,55,124720
102,14,124720
100,55,124740
65,41,124740
63,46,124740
100,55,124760
65,41,124760
63,46,124760
11,36,124760
111,0,124760
100,25,124780
63,46,124780
66,32,124800
